Null value: -9999.9	
Date (GMT)	Sea Temperature(ºC)
2023 02 23 04	16.028
2023 02 23 05	15.873
2023 02 23 06	15.7
2023 02 23 07	15.588
2023 02 23 08	15.557
2023 02 23 09	15.57
2023 02 23 10	15.591
2023 02 23 11	15.625
2023 02 23 12	15.683
2023 02 23 13	15.759
2023 02 23 14	15.843
2023 02 23 15	15.919
2023 02 23 16	15.972
2023 02 23 17	16.003
2023 02 23 18	16.012
2023 02 23 19	15.996
2023 02 23 20	15.973
2023 02 23 21	15.957
2023 02 23 22	15.952
2023 02 23 23	15.953
2023 02 24 00	15.949
2023 02 24 01	15.945
2023 02 24 02	15.938
2023 02 24 03	15.924
2023 02 24 04	15.891
2023 02 24 05	15.814
2023 02 24 06	15.684
2023 02 24 07	15.52
2023 02 24 08	15.355
2023 02 24 09	15.228
2023 02 24 10	15.162
2023 02 24 11	15.145
2023 02 24 12	15.191
2023 02 24 13	15.299
2023 02 24 14	15.456
2023 02 24 15	15.648
2023 02 24 16	15.858
2023 02 24 17	15.971
2023 02 24 18	15.963
2023 02 24 19	15.883
2023 02 24 20	15.745
2023 02 24 21	15.541
2023 02 24 22	15.283
2023 02 24 23	15.022
2023 02 25 00	14.833
2023 02 25 01	14.736
2023 02 25 02	14.704
2023 02 25 03	14.709
2023 02 25 04	14.737
2023 02 25 05	14.742
2023 02 25 06	14.718
2023 02 25 07	14.684
2023 02 25 08	14.647
2023 02 25 09	14.628
2023 02 25 10	14.638
2023 02 25 11	14.682
2023 02 25 12	14.75
2023 02 25 13	14.824
2023 02 25 14	14.912
2023 02 25 15	15.03
2023 02 25 16	15.141
2023 02 25 17	15.207
2023 02 25 18	15.236
2023 02 25 19	15.266
2023 02 25 20	15.335
2023 02 25 21	15.418
2023 02 25 22	15.468
2023 02 25 23	15.474
2023 02 26 00	15.451
2023 02 26 01	15.415
2023 02 26 02	15.384
2023 02 26 03	15.361
2023 02 26 04	15.343
2023 02 26 05	15.326
2023 02 26 06	15.31
2023 02 26 07	15.301
2023 02 26 08	15.292
2023 02 26 09	15.288
2023 02 26 10	15.299
2023 02 26 11	15.347
2023 02 26 12	15.427
2023 02 26 13	15.519
2023 02 26 14	15.55
2023 02 26 15	15.51
2023 02 26 16	15.523
2023 02 26 17	15.566
2023 02 26 18	15.601
2023 02 26 19	15.612
2023 02 26 20	15.626
2023 02 26 21	15.646
2023 02 26 22	15.664
2023 02 26 23	15.673
2023 02 27 00	15.67
2023 02 27 01	15.656
2023 02 27 02	15.634
2023 02 27 03	15.611
2023 02 27 04	15.588
2023 02 27 05	15.57
2023 02 27 06	15.554
2023 02 27 07	15.542
2023 02 27 08	15.538
2023 02 27 09	15.553
2023 02 27 10	15.588
2023 02 27 11	15.636
2023 02 27 12	15.692
2023 02 27 13	15.725
2023 02 27 14	15.736
2023 02 27 15	15.737
2023 02 27 16	15.73
2023 02 27 17	15.716
2023 02 27 18	15.692
2023 02 27 19	15.662
2023 02 27 20	15.636
2023 02 27 21	15.612
2023 02 27 22	15.594
2023 02 27 23	15.581
2023 02 28 00	15.572
2023 02 28 01	15.565
2023 02 28 02	15.561
2023 02 28 03	15.556
2023 02 28 04	15.549
2023 02 28 05	15.546
2023 02 28 06	15.538
2023 02 28 07	15.531
2023 02 28 08	15.526
2023 02 28 09	15.529
2023 02 28 10	15.536
2023 02 28 11	15.537
2023 02 28 12	15.547
2023 02 28 13	15.584
2023 02 28 14	15.645
2023 02 28 15	15.692
2023 02 28 16	15.679
2023 02 28 17	15.607
2023 02 28 18	15.517
2023 02 28 19	15.447
2023 02 28 20	15.41
2023 02 28 21	15.399
2023 02 28 22	15.383
2023 02 28 23	15.364
2023 03 01 00	15.398
2023 03 01 01	15.417
2023 03 01 02	15.444
2023 03 01 03	15.466
2023 03 01 04	15.476
2023 03 01 05	15.477
2023 03 01 06	15.474
2023 03 01 07	15.476
2023 03 01 08	15.487
2023 03 01 09	15.498
2023 03 01 10	15.52
2023 03 01 11	15.572
2023 03 01 12	15.665
2023 03 01 13	15.768
2023 03 01 14	15.848
2023 03 01 15	15.863
2023 03 01 16	15.809
2023 03 01 17	15.749
2023 03 01 18	15.689
2023 03 01 19	15.629
2023 03 01 20	15.583
2023 03 01 21	15.545
2023 03 01 22	15.515
2023 03 01 23	15.492
2023 03 02 00	15.473
2023 03 02 01	15.456
2023 03 02 02	15.44
2023 03 02 03	15.426
2023 03 02 04	15.419
2023 03 02 05	15.416
2023 03 02 06	15.41
2023 03 02 07	15.399
2023 03 02 08	15.389
2023 03 02 09	15.387
2023 03 02 10	15.392
2023 03 02 11	15.408
2023 03 02 12	15.437
2023 03 02 13	15.48
2023 03 02 14	15.531
2023 03 02 15	15.571
2023 03 02 16	15.584
2023 03 02 17	15.564
2023 03 02 18	15.521
2023 03 02 19	15.474
2023 03 02 20	15.428
2023 03 02 21	15.376
2023 03 02 22	15.331
2023 03 02 23	15.301
2023 03 03 00	15.278
2023 03 03 01	15.261
2023 03 03 02	15.251
2023 03 03 03	15.25
2023 03 03 04	15.255
2023 03 03 05	15.255
2023 03 03 06	15.267
2023 03 03 07	15.277
2023 03 03 08	15.29
2023 03 03 09	15.313
2023 03 03 10	15.338
2023 03 03 11	15.369
2023 03 03 12	15.415
2023 03 03 13	15.503
2023 03 03 14	15.619
2023 03 03 15	15.702
2023 03 03 16	15.72
2023 03 03 17	15.653
2023 03 03 18	15.576
2023 03 03 19	15.513
2023 03 03 20	15.472
2023 03 03 21	15.449
2023 03 03 22	15.438
2023 03 03 23	15.439
2023 03 04 00	15.435
2023 03 04 01	15.417
2023 03 04 02	15.36
2023 03 04 03	15.232
2023 03 04 04	15.064
2023 03 04 05	14.919
2023 03 04 06	14.843
2023 03 04 07	14.829
2023 03 04 08	14.874
2023 03 04 09	14.989
2023 03 04 10	15.133
2023 03 04 11	15.281
2023 03 04 12	15.423
2023 03 04 13	15.525
2023 03 04 14	15.58
2023 03 04 15	15.619
2023 03 04 16	15.636
2023 03 04 17	15.619
2023 03 04 18	15.584
2023 03 04 19	15.545
2023 03 04 20	15.518
2023 03 04 21	15.496
2023 03 04 22	15.474
2023 03 04 23	15.449
2023 03 05 00	15.431
2023 03 05 01	15.417
2023 03 05 02	15.408
2023 03 05 03	15.405
2023 03 05 04	15.412
2023 03 05 05	15.42
2023 03 05 06	15.428
2023 03 05 07	15.431
2023 03 05 08	15.43
2023 03 05 09	15.426
2023 03 05 10	15.423
2023 03 05 11	15.429
2023 03 05 12	15.432
2023 03 05 13	15.446
2023 03 05 14	15.465
2023 03 05 15	15.477
2023 03 05 16	15.501
2023 03 05 17	15.524
2023 03 05 18	15.537
2023 03 05 19	15.536
2023 03 05 20	15.519
2023 03 05 21	15.49
2023 03 05 22	15.454
2023 03 05 23	15.414
2023 03 06 00	15.375
2023 03 06 01	15.337
2023 03 06 02	15.301
2023 03 06 03	15.263
2023 03 06 04	15.227
2023 03 06 05	15.219
2023 03 06 06	15.243
2023 03 06 07	15.297
2023 03 06 08	15.372
2023 03 06 09	15.443
2023 03 06 10	15.506
2023 03 06 11	15.566
2023 03 06 12	15.607
2023 03 06 13	15.614
2023 03 06 14	15.616
2023 03 06 15	15.616
2023 03 06 16	15.603
2023 03 06 17	15.587
2023 03 06 18	15.568
2023 03 06 19	15.544
2023 03 06 20	15.515
2023 03 06 21	15.48
2023 03 06 22	15.442
2023 03 06 23	15.406
2023 03 07 00	15.37
2023 03 07 01	15.338
2023 03 07 02	15.312
2023 03 07 03	15.292
2023 03 07 04	15.275
2023 03 07 05	15.261
2023 03 07 06	15.237
2023 03 07 07	15.214
2023 03 07 08	15.199
2023 03 07 09	15.216
2023 03 07 10	15.284
2023 03 07 11	15.385
2023 03 07 12	15.477
2023 03 07 13	15.568
2023 03 07 14	15.65
2023 03 07 15	15.712
2023 03 07 16	15.749
2023 03 07 17	15.753
2023 03 07 18	15.741
2023 03 07 19	15.722
2023 03 07 20	15.714
2023 03 07 21	15.716
2023 03 07 22	15.722
2023 03 07 23	15.73
2023 03 08 00	15.68
2023 03 08 01	15.683
2023 03 08 02	15.686
2023 03 08 03	15.691
2023 03 08 04	15.699
2023 03 08 05	15.701
2023 03 08 06	15.704
2023 03 08 07	15.714
2023 03 08 08	15.728
2023 03 08 09	15.752
2023 03 08 10	15.789
2023 03 08 11	15.846
2023 03 08 12	15.928
2023 03 08 13	16.025
2023 03 08 14	16.113
2023 03 08 15	16.174
2023 03 08 16	16.207
2023 03 08 17	16.22
2023 03 08 18	16.213
2023 03 08 19	16.194
2023 03 08 20	16.174
2023 03 08 21	16.16
2023 03 08 22	16.153
2023 03 08 23	16.153
2023 03 09 00	16.158
2023 03 09 01	16.158
2023 03 09 02	16.156
2023 03 09 03	16.157
2023 03 09 04	16.153
2023 03 09 05	16.146
2023 03 09 06	16.135
2023 03 09 07	16.125
2023 03 09 08	16.116
2023 03 09 09	16.105
2023 03 09 10	16.101
2023 03 09 11	16.107
2023 03 09 12	16.125
2023 03 09 13	16.144
2023 03 09 14	16.157
2023 03 09 15	16.18
2023 03 09 16	16.202
2023 03 09 17	16.21
2023 03 09 18	16.202
2023 03 09 19	16.187
2023 03 09 20	16.165
2023 03 09 21	16.144
2023 03 09 22	16.125
2023 03 09 23	16.11
2023 03 10 00	16.094
2023 03 10 01	16.077
2023 03 10 02	16.063
2023 03 10 03	16.053
2023 03 10 04	16.046
2023 03 10 05	16.031
2023 03 10 06	16.017
2023 03 10 07	16.011
2023 03 10 08	16.011
2023 03 10 09	16.026
2023 03 10 10	16.085
2023 03 10 11	16.193
2023 03 10 12	16.334
2023 03 10 13	16.487
2023 03 10 14	16.621
2023 03 10 15	16.676
2023 03 10 16	16.642
2023 03 10 17	16.573
2023 03 10 18	16.499
2023 03 10 19	16.429
2023 03 10 20	16.375
2023 03 10 21	16.338
2023 03 10 22	16.312
2023 03 10 23	16.291
2023 03 11 00	16.268
2023 03 11 01	16.248
2023 03 11 02	16.229
2023 03 11 03	16.213
2023 03 11 04	16.201
2023 03 11 05	16.19
2023 03 11 06	16.181
2023 03 11 07	16.176
2023 03 11 08	16.179
2023 03 11 09	16.204
2023 03 11 10	16.27
2023 03 11 11	16.397
2023 03 11 12	16.547
2023 03 11 13	16.666
2023 03 11 14	16.723
2023 03 11 15	16.714
2023 03 11 16	16.698
2023 03 11 17	16.683
2023 03 11 18	16.655
2023 03 11 19	16.614
2023 03 11 20	16.567
2023 03 11 21	16.512
2023 03 11 22	16.464
2023 03 11 23	16.421
2023 03 12 00	16.387
2023 03 12 01	16.357
2023 03 12 02	16.332
2023 03 12 03	16.309
2023 03 12 04	16.288
2023 03 12 05	16.268
2023 03 12 06	16.249
2023 03 12 07	16.23
2023 03 12 08	16.22
2023 03 12 09	16.23
2023 03 12 10	16.266
2023 03 12 11	16.344
2023 03 12 12	16.487
2023 03 12 13	16.651
2023 03 12 14	16.795
2023 03 12 15	16.906
2023 03 12 16	16.959
2023 03 12 17	16.875
2023 03 12 18	16.743
2023 03 12 19	16.629
2023 03 12 20	16.541
2023 03 12 21	16.474
2023 03 12 22	16.425
2023 03 12 23	16.39
2023 03 13 00	16.361
2023 03 13 01	16.334
2023 03 13 02	16.308
2023 03 13 03	16.285
2023 03 13 04	16.266
2023 03 13 05	16.253
2023 03 13 06	16.245
2023 03 13 07	16.241
2023 03 13 08	16.241
2023 03 13 09	16.259
2023 03 13 10	16.32
2023 03 13 11	16.425
2023 03 13 12	16.534
2023 03 13 13	16.62
2023 03 13 14	16.686
2023 03 13 15	16.728
2023 03 13 16	16.746
2023 03 13 17	16.734
2023 03 13 18	16.683
2023 03 13 19	16.592
2023 03 13 20	16.488
2023 03 13 21	16.394
2023 03 13 22	16.315
2023 03 13 23	16.248
2023 03 14 00	16.188
2023 03 14 01	16.137
2023 03 14 02	16.094
2023 03 14 03	16.067
2023 03 14 04	16.055
2023 03 14 05	16.041
2023 03 14 06	16.035
2023 03 14 07	16.037
2023 03 14 08	16.051
2023 03 14 09	16.088
2023 03 14 10	16.152
2023 03 14 11	16.25
2023 03 14 12	16.408
2023 03 14 13	16.614
2023 03 14 14	16.817
2023 03 14 15	16.987
2023 03 14 16	17.099
2023 03 14 17	17.141
2023 03 14 18	17.109
2023 03 14 19	17.012
2023 03 14 20	16.894
2023 03 14 21	16.773
2023 03 14 22	16.662
2023 03 14 23	16.561
2023 03 15 00	16.441
2023 03 15 01	16.367
2023 03 15 02	16.306
2023 03 15 03	16.263
2023 03 15 04	16.234
2023 03 15 05	16.22
2023 03 15 06	16.22
2023 03 15 07	16.236
2023 03 15 08	16.271
2023 03 15 09	16.334
2023 03 15 10	16.421
2023 03 15 11	16.543
2023 03 15 12	16.715
2023 03 15 13	16.913
2023 03 15 14	17.089
2023 03 15 15	17.224
2023 03 15 16	17.303
2023 03 15 17	17.327
2023 03 15 18	17.298
2023 03 15 19	17.233
2023 03 15 20	17.163
2023 03 15 21	17.119
2023 03 15 22	17.068
2023 03 15 23	17.004
2023 03 16 00	16.923
2023 03 16 01	16.837
2023 03 16 02	16.751
2023 03 16 03	16.679
2023 03 16 04	16.627
2023 03 16 05	16.595
2023 03 16 06	16.586
2023 03 16 07	16.597
2023 03 16 08	16.627
2023 03 16 09	16.675
2023 03 16 10	16.741
2023 03 16 11	16.814
2023 03 16 12	16.869
2023 03 16 13	16.912
2023 03 16 14	16.947
2023 03 16 15	16.965
2023 03 16 16	16.946
2023 03 16 17	16.868
2023 03 16 18	16.747
2023 03 16 19	16.63
2023 03 16 20	16.539
2023 03 16 21	16.472
2023 03 16 22	16.418
2023 03 16 23	16.375
2023 03 17 00	16.351
2023 03 17 01	16.335
2023 03 17 02	16.325
2023 03 17 03	16.313
2023 03 17 04	16.291
2023 03 17 05	16.254
2023 03 17 06	16.204
2023 03 17 07	16.132
2023 03 17 08	16.055
2023 03 17 09	16.016
2023 03 17 10	16.035
2023 03 17 11	16.11
2023 03 17 12	16.227
2023 03 17 13	16.338
2023 03 17 14	16.436
2023 03 17 15	16.511
2023 03 17 16	16.542
2023 03 17 17	16.532
2023 03 17 18	16.491
2023 03 17 19	16.43
2023 03 17 20	16.364
2023 03 17 21	16.306
2023 03 17 22	16.255
2023 03 17 23	16.214
2023 03 18 00	16.19
2023 03 18 01	16.172
2023 03 18 02	16.151
2023 03 18 03	16.123
2023 03 18 04	16.091
2023 03 18 05	16.054
2023 03 18 06	16.014
2023 03 18 07	15.974
2023 03 18 08	15.94
2023 03 18 09	15.932
2023 03 18 10	15.989
2023 03 18 11	16.11
2023 03 18 12	16.241
2023 03 18 13	16.36
2023 03 18 14	16.459
2023 03 18 15	16.527
2023 03 18 16	16.565
2023 03 18 17	16.569
2023 03 18 18	16.536
2023 03 18 19	16.485
2023 03 18 20	16.436
2023 03 18 21	16.384
2023 03 18 22	16.335
2023 03 18 23	16.303
2023 03 19 00	16.271
2023 03 19 01	16.24
2023 03 19 02	16.207
2023 03 19 03	16.172
2023 03 19 04	16.135
2023 03 19 05	16.098
2023 03 19 06	16.063
2023 03 19 07	16.035
2023 03 19 08	16.024
2023 03 19 09	16.046
2023 03 19 10	16.11
2023 03 19 11	16.228
2023 03 19 12	16.414
2023 03 19 13	16.636
2023 03 19 14	16.851
2023 03 19 15	17.023
2023 03 19 16	17.137
2023 03 19 17	17.16
2023 03 19 18	17.014
2023 03 19 19	16.871
2023 03 19 20	16.694
2023 03 19 21	16.569
2023 03 19 22	16.496
2023 03 19 23	16.437
2023 03 20 00	16.381
2023 03 20 01	16.33
2023 03 20 02	16.278
2023 03 20 03	16.23
2023 03 20 04	16.188
2023 03 20 05	16.167
2023 03 20 06	16.171
2023 03 20 07	16.191
2023 03 20 08	16.228
2023 03 20 09	16.299
2023 03 20 10	16.403
2023 03 20 11	16.541
2023 03 20 12	16.732
2023 03 20 13	16.955
2023 03 20 14	17.156
2023 03 20 15	17.305
2023 03 20 16	17.396
2023 03 20 17	17.411
2023 03 20 18	17.32
2023 03 20 19	17.116
2023 03 20 20	16.891
2023 03 20 21	16.751
2023 03 20 22	16.674
2023 03 20 23	16.634
2023 03 21 00	16.607
2023 03 21 01	16.581
2023 03 21 02	16.557
2023 03 21 03	16.534
2023 03 21 04	16.515
2023 03 21 05	16.501
2023 03 21 06	16.493
2023 03 21 07	16.494
2023 03 21 08	16.511
2023 03 21 09	16.549
2023 03 21 10	16.62
2023 03 21 11	16.728
2023 03 21 12	16.855
2023 03 21 13	16.998
2023 03 21 14	17.126
2023 03 21 15	17.185
2023 03 21 16	17.147
2023 03 21 17	17.046
2023 03 21 18	16.938
2023 03 21 19	16.851
2023 03 21 20	16.787
2023 03 21 21	16.742
2023 03 21 22	16.709
2023 03 21 23	16.687
2023 03 22 00	16.618
2023 03 22 01	16.604
2023 03 22 02	16.593
2023 03 22 03	16.575
2023 03 22 04	16.547
2023 03 22 05	16.511
2023 03 22 06	16.477
2023 03 22 07	16.452
2023 03 22 08	16.455
2023 03 22 09	16.504
2023 03 22 10	16.596
2023 03 22 11	16.709
2023 03 22 12	16.875
2023 03 22 13	17.08
2023 03 22 14	17.267
2023 03 22 15	17.395
2023 03 22 16	17.437
2023 03 22 17	17.319
2023 03 22 18	17.173
2023 03 22 19	17.038
2023 03 22 20	16.931
2023 03 22 21	16.841
2023 03 22 22	16.736
2023 03 22 23	16.629
2023 03 23 00	16.556
2023 03 23 01	16.512
2023 03 23 02	16.484
2023 03 23 03	16.47
2023 03 23 04	16.452
2023 03 23 05	16.432
2023 03 23 06	16.409
2023 03 23 07	16.39
2023 03 23 08	16.401
2023 03 23 09	16.462
2023 03 23 10	16.586
2023 03 23 11	16.771
2023 03 23 12	16.95
2023 03 23 13	17.035
2023 03 23 14	17.049
2023 03 23 15	17.003
2023 03 23 16	16.971
2023 03 23 17	16.95
2023 03 23 18	16.923
2023 03 23 19	16.884
2023 03 23 20	16.83
2023 03 23 21	16.758
2023 03 23 22	16.667
2023 03 23 23	16.578
2023 03 24 00	16.511
2023 03 24 01	16.462
2023 03 24 02	16.426
2023 03 24 03	16.401
2023 03 24 04	16.388
2023 03 24 05	16.396
2023 03 24 06	16.445
2023 03 24 07	16.468
2023 03 24 08	16.474
2023 03 24 09	16.499
2023 03 24 10	16.574
2023 03 24 11	16.695
2023 03 24 12	16.832
2023 03 24 13	16.91
2023 03 24 14	16.935
2023 03 24 15	16.956
2023 03 24 16	16.975
2023 03 24 17	16.983
2023 03 24 18	16.975
2023 03 24 19	16.95
2023 03 24 20	16.916
2023 03 24 21	16.882
2023 03 24 22	16.853
2023 03 24 23	16.824
2023 03 25 00	16.799
2023 03 25 01	16.783
2023 03 25 02	16.769
2023 03 25 03	16.756
2023 03 25 04	16.747
2023 03 25 05	16.736
2023 03 25 06	16.721
2023 03 25 07	16.709
2023 03 25 08	16.715
2023 03 25 09	16.754
2023 03 25 10	16.838
2023 03 25 11	16.993
2023 03 25 12	17.198
2023 03 25 13	17.391
2023 03 25 14	17.55
2023 03 25 15	17.613
2023 03 25 16	17.458
2023 03 25 17	17.367
2023 03 25 18	17.288
2023 03 25 19	17.206
2023 03 25 20	17.152
2023 03 25 21	17.113
2023 03 25 22	17.074
2023 03 25 23	17.033
2023 03 26 00	16.997
2023 03 26 01	16.964
2023 03 26 02	16.929
2023 03 26 03	16.887
2023 03 26 04	16.838
2023 03 26 05	16.79
2023 03 26 06	16.754
2023 03 26 07	16.731
2023 03 26 08	16.73
2023 03 26 09	16.77
2023 03 26 10	16.855
2023 03 26 11	16.981
2023 03 26 12	17.152
2023 03 26 13	17.377
2023 03 26 14	17.59
2023 03 26 15	17.736
2023 03 26 16	17.8
2023 03 26 17	17.744
2023 03 26 18	17.585
2023 03 26 19	17.467
2023 03 26 20	17.369
2023 03 26 21	17.267
2023 03 26 22	17.15
2023 03 26 23	17.045
2023 03 27 00	16.97
2023 03 27 01	16.927
2023 03 27 02	16.906
2023 03 27 03	16.895
2023 03 27 04	16.886
2023 03 27 05	16.876
2023 03 27 06	16.866
2023 03 27 07	16.859
2023 03 27 08	16.863
2023 03 27 09	16.883
2023 03 27 10	16.932
2023 03 27 11	17.032
2023 03 27 12	17.185
2023 03 27 13	17.335
2023 03 27 14	17.448
2023 03 27 15	17.527
2023 03 27 16	17.564
2023 03 27 17	17.537
2023 03 27 18	17.453
2023 03 27 19	17.273
2023 03 27 20	17.123
2023 03 27 21	17.033
2023 03 27 22	16.972
2023 03 27 23	16.93
2023 03 28 00	16.9
2023 03 28 01	16.868
2023 03 28 02	16.831
2023 03 28 03	16.791
2023 03 28 04	16.75
2023 03 28 05	16.712
2023 03 28 06	16.684
2023 03 28 07	16.671
2023 03 28 08	16.678
2023 03 28 09	16.719
2023 03 28 10	16.818
2023 03 28 11	16.982
2023 03 28 12	17.191
2023 03 28 13	17.418
2023 03 28 14	17.621
2023 03 28 15	17.764
2023 03 28 16	17.841
2023 03 28 17	17.852
2023 03 28 18	17.794
2023 03 28 19	17.644
2023 03 28 20	17.446
2023 03 28 21	17.309
2023 03 28 22	17.217
2023 03 28 23	17.153
2023 03 29 00	17.121
2023 03 29 01	17.117
2023 03 29 02	17.13
2023 03 29 03	17.141
2023 03 29 04	17.131
2023 03 29 05	17.101
2023 03 29 06	17.06
2023 03 29 07	17.024
2023 03 29 08	17.01
2023 03 29 09	17.027
2023 03 29 10	17.089
2023 03 29 11	17.22
2023 03 29 12	17.404
2023 03 29 13	17.608
2023 03 29 14	17.808
2023 03 29 15	17.978
2023 03 29 16	18.086
2023 03 29 17	18.101
2023 03 29 18	18.012
2023 03 29 19	17.817
2023 03 29 20	17.598
2023 03 29 21	17.491
2023 03 29 22	17.413
2023 03 29 23	17.356
2023 03 30 00	17.319
2023 03 30 01	17.298
2023 03 30 02	17.286
2023 03 30 03	17.271
2023 03 30 04	17.251
2023 03 30 05	17.226
2023 03 30 06	17.197
2023 03 30 07	17.172
2023 03 30 08	17.161
2023 03 30 09	17.186
2023 03 30 10	17.271
2023 03 30 11	17.41
2023 03 30 12	17.582
2023 03 30 13	17.702
2023 03 30 14	17.71
2023 03 30 15	17.666
2023 03 30 16	17.608
2023 03 30 17	17.536
2023 03 30 18	17.453
2023 03 30 19	17.388
2023 03 30 20	17.358
2023 03 30 21	17.359
2023 03 30 22	17.377
2023 03 30 23	17.393
2023 03 31 00	17.395
2023 03 31 01	17.373
2023 03 31 02	17.338
2023 03 31 03	17.297
2023 03 31 04	17.257
2023 03 31 05	17.219
2023 03 31 06	17.191
2023 03 31 07	17.168
2023 03 31 08	17.153
2023 03 31 09	17.167
2023 03 31 10	17.236
2023 03 31 11	17.358
2023 03 31 12	17.45
2023 03 31 13	17.506
2023 03 31 14	17.52
2023 03 31 15	17.486
2023 03 31 16	17.483
2023 03 31 17	17.543
2023 03 31 18	17.615
2023 03 31 19	17.624
2023 03 31 20	17.591
2023 03 31 21	17.551
2023 03 31 22	17.511
2023 03 31 23	17.477
2023 04 01 00	17.442
2023 04 01 01	17.412
2023 04 01 02	17.383
2023 04 01 03	17.353
2023 04 01 04	17.322
2023 04 01 05	17.287
2023 04 01 06	17.251
2023 04 01 07	17.218
2023 04 01 08	17.203
2023 04 01 09	17.206
2023 04 01 10	17.233
2023 04 01 11	17.281
2023 04 01 12	17.328
2023 04 01 13	17.382
2023 04 01 14	17.458
2023 04 01 15	17.542
2023 04 01 16	17.625
2023 04 01 17	17.718
2023 04 01 18	17.757
2023 04 01 19	17.69
2023 04 01 20	17.604
2023 04 01 21	17.545
2023 04 01 22	17.502
2023 04 01 23	17.469
2023 04 02 00	17.438
2023 04 02 01	17.412
2023 04 02 02	17.387
2023 04 02 03	17.363
2023 04 02 04	17.34
2023 04 02 05	17.319
2023 04 02 06	17.302
2023 04 02 07	17.288
2023 04 02 08	17.285
2023 04 02 09	17.303
2023 04 02 10	17.38
2023 04 02 11	17.53
2023 04 02 12	17.704
2023 04 02 13	17.886
2023 04 02 14	18.047
2023 04 02 15	18.079
2023 04 02 16	17.992
2023 04 02 17	17.918
2023 04 02 18	17.837
2023 04 02 19	17.742
2023 04 02 20	17.662
2023 04 02 21	17.594
2023 04 02 22	17.524
2023 04 02 23	17.454
2023 04 03 00	17.395
2023 04 03 01	17.351
2023 04 03 02	17.31
2023 04 03 03	17.273
2023 04 03 04	17.237
2023 04 03 05	17.207
2023 04 03 06	17.183
2023 04 03 07	17.168
2023 04 03 08	17.167
2023 04 03 09	17.186
2023 04 03 10	17.236
2023 04 03 11	17.347
2023 04 03 12	17.523
2023 04 03 13	17.724
2023 04 03 14	17.903
2023 04 03 15	18.026
2023 04 03 16	17.995
2023 04 03 17	17.818
2023 04 03 18	17.663
2023 04 03 19	17.529
2023 04 03 20	17.415
2023 04 03 21	17.329
2023 04 03 22	17.275
2023 04 03 23	17.252
2023 04 04 00	17.253
2023 04 04 01	17.257
2023 04 04 02	17.256
2023 04 04 03	17.256
2023 04 04 04	17.243
2023 04 04 05	17.232
2023 04 04 06	17.221
2023 04 04 07	17.213
2023 04 04 08	17.227
2023 04 04 09	17.253
2023 04 04 10	17.291
2023 04 04 11	17.328
2023 04 04 12	17.367
2023 04 04 13	17.411
2023 04 04 14	17.458
2023 04 04 15	17.514
2023 04 04 16	17.587
2023 04 04 17	17.623
2023 04 04 18	17.588
2023 04 04 19	17.526
2023 04 04 20	17.472
2023 04 04 21	17.421
2023 04 04 22	17.372
2023 04 04 23	17.332
2023 04 05 00	16.974
2023 04 05 01	16.955
2023 04 05 02	16.936
2023 04 05 03	16.915
2023 04 05 04	16.893
2023 04 05 05	16.876
2023 04 05 06	16.866
2023 04 05 07	16.865
2023 04 05 08	16.88
2023 04 05 09	16.905
2023 04 05 10	16.943
2023 04 05 11	17.006
2023 04 05 12	17.095
2023 04 05 13	17.199
2023 04 05 14	17.31
2023 04 05 15	17.38
2023 04 05 16	17.395
2023 04 05 17	17.362
2023 04 05 18	17.298
2023 04 05 19	17.234
2023 04 05 20	17.185
2023 04 05 21	17.157
2023 04 05 22	17.137
2023 04 05 23	17.113
2023 04 06 00	17.085
2023 04 06 01	17.065
2023 04 06 02	17.048
2023 04 06 03	17.03
2023 04 06 04	17.011
2023 04 06 05	16.995
2023 04 06 06	16.974
2023 04 06 07	16.958
2023 04 06 08	16.955
2023 04 06 09	16.973
2023 04 06 10	17.011
2023 04 06 11	17.076
2023 04 06 12	17.165
2023 04 06 13	17.267
2023 04 06 14	17.364
2023 04 06 15	17.443
2023 04 06 16	17.481
2023 04 06 17	17.462
2023 04 06 18	17.415
2023 04 06 19	17.356
2023 04 06 20	17.302
2023 04 06 21	17.267
2023 04 06 22	17.238
2023 04 06 23	17.206
2023 04 08 00	17.212
2023 04 08 01	17.177
2023 04 08 02	17.145
2023 04 08 03	17.115
2023 04 08 04	17.092
2023 04 08 05	17.076
2023 04 08 06	17.062
2023 04 08 07	17.056
2023 04 08 08	17.066
2023 04 08 09	17.092
2023 04 08 10	17.139
2023 04 08 11	17.221
2023 04 08 12	17.367
2023 04 08 13	17.549
2023 04 08 14	17.712
2023 04 08 15	17.836
2023 04 08 16	17.913
2023 04 08 17	17.94
2023 04 08 18	17.914
2023 04 08 19	17.836
2023 04 08 20	17.74
2023 04 08 21	17.654
2023 04 08 22	17.609
2023 04 08 23	17.572
2023 04 09 00	17.542
2023 04 09 01	17.513
2023 04 09 02	17.488
2023 04 09 03	17.465
2023 04 09 04	17.447
2023 04 09 05	17.432
2023 04 09 06	17.42
2023 04 09 07	17.418
2023 04 09 08	17.43
2023 04 09 09	17.478
2023 04 09 10	17.586
2023 04 09 11	17.756
2023 04 09 12	17.94
2023 04 09 13	18.126
2023 04 09 14	18.306
2023 04 09 15	18.416
2023 04 09 16	18.373
2023 04 09 17	18.235
2023 04 09 18	18.062
2023 04 09 19	17.926
2023 04 09 20	17.834
2023 04 09 21	17.778
