Null value: -9999.9	
Date (GMT)	Salinity(psu)
2013 05 16 16	35.445
2013 05 16 17	35.445
2013 05 16 18	35.445
2013 05 16 19	35.445
2013 05 16 20	35.445
2013 05 16 21	35.445
2013 05 16 22	35.445
2013 05 16 23	35.445
2013 05 17 00	36.105
2013 05 17 01	36.105
2013 05 17 02	36.105
2013 05 17 03	36.105
2013 05 17 04	36.105
2013 05 17 05	36.105
2013 05 17 06	36.105
2013 05 17 07	36.105
2013 05 17 08	36.105
2013 05 17 09	36.105
2013 05 17 10	36.105
2013 05 17 11	36.105
2013 05 17 12	36.105
2013 05 17 13	36.105
2013 05 17 14	36.105
2013 05 17 15	36.105
2013 05 17 16	36.105
2013 05 17 17	36.105
2013 05 17 18	36.105
2013 05 17 19	36.105
2013 05 17 20	36.105
2013 05 17 21	36.105
2013 05 17 22	36.105
2013 05 17 23	36.105
2013 05 18 00	36.302
2013 05 18 01	36.302
2013 05 18 02	36.302
2013 05 18 03	36.302
2013 05 18 04	36.302
2013 05 18 05	36.302
2013 05 18 06	36.302
2013 05 18 07	36.302
2013 05 18 08	36.302
2013 05 18 09	36.302
2013 05 18 10	36.302
2013 05 18 11	36.302
2013 05 18 12	36.302
2013 05 18 13	36.302
2013 05 18 14	36.302
2013 05 18 15	36.302
2013 05 18 16	36.302
2013 05 18 17	36.302
2013 05 18 18	36.302
2013 05 18 19	36.302
2013 05 18 20	36.302
2013 05 18 21	36.302
2013 05 18 22	36.302
2013 05 18 23	36.302
2013 05 19 00	36.309
2013 05 19 01	36.309
2013 05 19 02	36.309
2013 05 19 03	36.309
2013 05 19 04	36.309
2013 05 19 05	36.309
2013 05 19 06	36.309
2013 05 19 07	36.309
2013 05 19 08	36.309
2013 05 19 09	36.309
2013 05 19 10	36.309
2013 05 19 11	36.309
2013 05 19 12	36.309
2013 05 19 13	36.309
2013 05 19 14	36.309
2013 05 19 15	36.309
2013 05 19 16	36.309
2013 05 19 17	36.309
2013 05 19 18	36.309
2013 05 19 19	36.309
2013 05 19 20	36.309
2013 05 19 21	36.309
2013 05 19 22	36.309
2013 05 19 23	36.309
2013 05 20 00	36.31
2013 05 20 01	36.31
2013 05 20 02	36.31
2013 05 20 03	36.31
2013 05 20 04	36.31
2013 05 20 05	36.31
2013 05 20 06	36.31
2013 05 20 07	36.31
2013 05 20 08	36.31
2013 05 20 09	36.31
2013 05 20 10	36.31
2013 05 20 11	36.31
2013 05 20 12	36.31
2013 05 20 13	36.31
2013 05 20 14	36.31
2013 05 20 15	36.31
2013 05 20 16	36.31
2013 05 20 17	36.31
2013 05 20 18	36.31
2013 05 20 19	36.31
2013 05 20 20	36.31
2013 05 20 21	36.31
2013 05 20 22	36.31
2013 05 20 23	36.31
2013 05 21 00	36.31
2013 05 21 01	36.31
2013 05 21 02	36.31
2013 05 21 03	36.31
2013 05 21 04	36.31
2013 05 21 05	36.31
2013 05 21 06	36.31
2013 05 21 07	36.31
2013 05 21 08	36.31
2013 05 21 09	36.31
2013 05 21 10	36.31
2013 05 21 11	36.31
2013 05 21 12	36.31
2013 05 21 13	36.31
2013 05 21 14	36.31
2013 05 21 15	36.31
2013 05 21 16	36.31
2013 05 21 17	36.31
2013 05 21 18	36.31
2013 05 21 19	36.31
2013 05 21 20	36.31
2013 05 21 21	36.31
2013 05 21 22	36.31
2013 05 21 23	36.31
2013 05 22 00	36.315
2013 05 22 01	36.315
2013 05 22 02	36.315
2013 05 22 03	36.315
2013 05 22 04	36.315
2013 05 22 05	36.315
2013 05 22 06	36.315
2013 05 22 07	36.315
2013 05 22 08	36.315
2013 05 22 09	36.315
2013 05 22 10	36.315
2013 05 22 11	36.315
2013 05 22 12	36.315
2013 05 22 13	36.315
2013 05 22 14	36.315
2013 05 22 15	36.315
2013 05 22 16	36.315
2013 05 22 17	36.315
2013 05 22 18	36.315
2013 05 22 19	36.315
2013 05 22 20	36.315
2013 05 22 21	36.315
2013 05 22 22	36.315
2013 05 22 23	36.315
2013 05 23 00	36.311
2013 05 23 01	36.311
2013 05 23 02	36.311
2013 05 23 03	36.311
2013 05 23 04	36.311
2013 05 23 05	36.311
2013 05 23 06	36.311
2013 05 23 07	36.311
2013 05 23 08	36.311
2013 05 23 09	36.311
2013 05 23 10	36.311
2013 05 23 11	36.311
2013 05 23 12	36.311
2013 05 23 13	36.311
2013 05 23 14	36.311
2013 05 23 15	36.311
2013 05 23 16	36.311
2013 05 23 17	36.311
2013 05 23 18	36.311
2013 05 23 19	36.311
2013 05 23 20	36.311
2013 05 23 21	36.311
2013 05 23 22	36.311
2013 05 23 23	36.311
2013 05 24 00	36.307
2013 05 24 01	36.307
2013 05 24 02	36.307
2013 05 24 03	36.307
2013 05 24 04	36.307
2013 05 24 05	36.307
2013 05 24 06	36.307
2013 05 24 07	36.307
2013 05 24 08	36.307
2013 05 24 09	36.307
2013 05 24 10	36.307
2013 05 24 11	36.307
2013 05 24 12	36.307
2013 05 24 13	36.307
2013 05 24 14	36.307
2013 05 24 15	36.307
2013 05 24 16	36.307
2013 05 24 17	36.307
2013 05 24 18	36.307
2013 05 24 19	36.307
2013 05 24 20	36.307
2013 05 24 21	36.307
2013 05 24 22	36.307
2013 05 24 23	36.307
2013 05 25 00	36.308
2013 05 25 01	36.308
2013 05 25 02	36.308
2013 05 25 03	36.308
2013 05 25 04	36.308
2013 05 25 05	36.308
2013 05 25 06	36.308
2013 05 25 07	36.308
2013 05 25 08	36.308
2013 05 25 09	36.308
2013 05 25 10	36.308
2013 05 25 11	36.308
2013 05 25 12	36.308
2013 05 25 13	36.308
2013 05 25 14	36.308
2013 05 25 15	36.308
2013 05 25 16	36.308
2013 05 25 17	36.308
2013 05 25 18	36.308
2013 05 25 19	36.308
2013 05 25 20	36.308
2013 05 25 21	36.308
2013 05 25 22	36.308
2013 05 25 23	36.308
2013 05 26 00	36.316
2013 05 26 01	36.316
2013 05 26 02	36.316
2013 05 26 03	36.316
2013 05 26 04	36.316
2013 05 26 05	36.316
2013 05 26 06	36.316
2013 05 26 07	36.316
2013 05 26 08	36.316
2013 05 26 09	36.316
2013 05 26 10	36.316
2013 05 26 11	36.316
2013 05 26 12	36.316
2013 05 26 13	36.316
2013 05 26 14	36.316
2013 05 26 15	36.316
2013 05 26 16	36.316
2013 05 26 17	36.316
2013 05 26 18	36.316
2013 05 26 19	36.316
2013 05 26 20	36.316
2013 05 26 21	36.316
2013 05 26 22	36.316
2013 05 26 23	36.316
2013 05 27 00	36.318
2013 05 27 01	36.318
2013 05 27 02	36.318
2013 05 27 03	36.318
2013 05 27 04	36.318
2013 05 27 05	36.318
2013 05 27 06	36.318
2013 05 27 07	36.318
2013 05 27 08	36.318
2013 05 27 09	36.318
2013 05 27 10	36.318
2013 05 27 11	36.318
2013 05 27 12	36.318
2013 05 27 13	36.318
2013 05 27 14	36.318
2013 05 27 15	36.318
2013 05 27 16	36.318
2013 05 27 17	36.318
2013 05 27 18	36.318
2013 05 27 19	36.318
2013 05 27 20	36.318
2013 05 27 21	36.318
2013 05 27 22	36.318
2013 05 27 23	36.318
2013 05 28 00	36.029
2013 05 28 01	36.029
2013 05 28 02	36.029
2013 05 28 03	36.029
2013 05 28 04	36.029
2013 05 28 05	36.029
2013 05 28 06	36.029
2013 05 28 07	36.029
2013 05 28 08	36.029
2013 05 28 09	36.029
2013 05 28 10	36.029
2013 05 28 11	36.029
2013 05 28 12	36.029
2013 05 28 13	36.029
2013 05 28 14	36.029
2013 05 28 15	36.029
2013 05 28 16	36.029
2013 05 28 17	36.029
2013 05 28 18	36.029
2013 05 28 19	36.029
2013 05 28 20	36.029
2013 05 28 21	36.029
2013 05 28 22	36.029
2013 05 28 23	36.029
2013 05 29 00	36.223
2013 05 29 01	36.223
2013 05 29 02	36.223
2013 05 29 03	36.223
2013 05 29 04	36.223
2013 05 29 05	36.223
2013 05 29 06	36.223
2013 05 29 07	36.223
2013 05 29 08	36.223
2013 05 29 09	36.223
2013 05 29 10	36.223
2013 05 29 11	36.223
2013 05 29 12	36.223
2013 05 29 13	36.223
2013 05 29 14	36.223
2013 05 29 15	36.223
2013 05 29 16	36.223
2013 05 29 17	36.223
2013 05 29 18	36.223
2013 05 29 19	36.223
2013 05 29 20	36.223
2013 05 29 21	36.223
2013 05 29 22	36.223
2013 05 29 23	36.223
2013 05 30 00	36.326
2013 05 30 01	36.326
2013 05 30 02	36.326
2013 05 30 03	36.326
2013 05 30 04	36.326
2013 05 30 05	36.326
2013 05 30 06	36.326
2013 05 30 07	36.326
2013 05 30 08	36.326
2013 05 30 09	36.326
2013 05 30 10	36.326
2013 05 30 11	36.326
2013 05 30 12	36.326
2013 05 30 13	36.326
2013 05 30 14	36.326
2013 05 30 15	36.326
2013 05 30 16	36.326
2013 05 30 17	36.326
2013 05 30 18	36.326
2013 05 30 19	36.326
2013 05 30 20	36.326
2013 05 30 21	36.326
2013 05 30 22	36.326
2013 05 30 23	36.326
2013 05 31 00	36.349
2013 05 31 01	36.349
2013 05 31 02	36.349
2013 05 31 03	36.349
2013 05 31 04	36.349
2013 05 31 05	36.349
2013 05 31 06	36.349
2013 05 31 07	36.349
2013 05 31 08	36.349
2013 05 31 09	36.349
2013 05 31 10	36.349
2013 05 31 11	36.349
2013 05 31 12	36.349
2013 05 31 13	36.349
2013 05 31 14	36.349
2013 05 31 15	36.349
2013 05 31 16	36.349
2013 05 31 17	36.349
2013 05 31 18	36.349
2013 05 31 19	36.349
2013 05 31 20	36.349
2013 05 31 21	36.349
2013 05 31 22	36.349
2013 05 31 23	36.349
2013 06 01 00	36.352
2013 06 01 01	36.352
2013 06 01 02	36.352
2013 06 01 03	36.352
2013 06 01 04	36.352
2013 06 01 05	36.352
2013 06 01 06	36.352
2013 06 01 07	36.352
2013 06 01 08	36.352
2013 06 01 09	36.352
2013 06 01 10	36.352
2013 06 01 11	36.352
2013 06 01 12	36.352
2013 06 01 13	36.352
2013 06 01 14	36.352
2013 06 01 15	36.352
2013 06 01 16	36.352
2013 06 01 17	36.352
2013 06 01 18	36.352
2013 06 01 19	36.352
2013 06 01 20	36.352
2013 06 01 21	36.352
2013 06 01 22	36.352
2013 06 01 23	36.352
2013 06 02 00	36.361
2013 06 02 01	36.361
2013 06 02 02	36.361
2013 06 02 03	36.361
2013 06 02 04	36.361
2013 06 02 05	36.361
2013 06 02 06	36.361
2013 06 02 07	36.361
2013 06 02 08	36.361
2013 06 02 09	36.361
2013 06 02 10	36.361
2013 06 02 11	36.361
2013 06 02 12	36.361
2013 06 02 13	36.361
2013 06 02 14	36.361
2013 06 02 15	36.361
2013 06 02 16	36.361
2013 06 02 17	36.361
2013 06 02 18	36.361
2013 06 02 19	36.361
2013 06 02 20	36.361
2013 06 02 21	36.361
2013 06 02 22	36.361
2013 06 02 23	36.361
2013 06 03 00	36.241
2013 06 03 01	36.241
2013 06 03 02	36.241
2013 06 03 03	36.241
2013 06 03 04	36.241
2013 06 03 05	36.241
2013 06 03 06	36.241
2013 06 03 07	36.241
2013 06 03 08	36.241
2013 06 03 09	36.241
2013 06 03 10	36.241
2013 06 03 11	36.241
2013 06 03 12	36.241
2013 06 03 13	36.241
2013 06 03 14	36.241
2013 06 03 15	36.241
2013 06 03 16	36.241
2013 06 03 17	36.241
2013 06 03 18	36.241
2013 06 03 19	36.241
2013 06 03 20	36.241
2013 06 03 21	36.241
2013 06 03 22	36.241
2013 06 03 23	36.241
2013 06 04 00	36.054
2013 06 04 01	36.054
2013 06 04 02	36.054
2013 06 04 03	36.054
2013 06 04 04	36.054
2013 06 04 05	36.054
2013 06 04 06	36.054
2013 06 04 07	36.054
2013 06 04 08	36.054
2013 06 04 09	36.054
2013 06 04 10	36.054
2013 06 04 11	36.054
2013 06 04 12	36.054
2013 06 04 13	36.054
2013 06 04 14	36.054
2013 06 04 15	36.054
2013 06 04 16	36.054
2013 06 04 17	36.054
2013 06 04 18	36.054
2013 06 04 19	36.054
2013 06 04 20	36.054
2013 06 04 21	36.054
2013 06 04 22	36.054
2013 06 04 23	36.054
2013 06 05 00	36.065
2013 06 05 01	36.065
2013 06 05 02	36.065
2013 06 05 03	36.065
2013 06 05 04	36.065
2013 06 05 05	36.065
2013 06 05 06	36.065
2013 06 05 07	36.065
2013 06 05 08	36.065
2013 06 05 09	36.065
2013 06 05 10	36.065
2013 06 05 11	36.065
2013 06 05 12	36.065
2013 06 05 13	36.065
2013 06 05 14	36.065
2013 06 05 15	36.065
2013 06 05 16	36.065
2013 06 05 17	36.065
2013 06 05 18	36.065
2013 06 05 19	36.065
2013 06 05 20	36.065
2013 06 05 21	36.065
2013 06 05 22	36.065
2013 06 05 23	36.065
2013 06 06 00	36.192
2013 06 06 01	36.192
2013 06 06 02	36.192
2013 06 06 03	36.192
2013 06 06 04	36.192
2013 06 06 05	36.192
2013 06 06 06	36.192
2013 06 06 07	36.192
2013 06 06 08	36.192
2013 06 06 09	36.192
2013 06 06 10	36.192
2013 06 06 11	36.192
2013 06 06 12	36.192
2013 06 06 13	36.192
2013 06 06 14	36.192
2013 06 06 15	36.192
2013 06 06 16	36.192
2013 06 06 17	36.192
2013 06 06 18	36.192
2013 06 06 19	36.192
2013 06 06 20	36.192
2013 06 06 21	36.192
2013 06 06 22	36.192
2013 06 06 23	36.192
2013 06 07 00	36.224
2013 06 07 01	36.224
2013 06 07 02	36.224
2013 06 07 03	36.224
2013 06 07 04	36.224
2013 06 07 05	36.224
2013 06 07 06	36.224
2013 06 07 07	36.224
2013 06 07 08	36.224
2013 06 07 09	36.224
2013 06 07 10	36.224
2013 06 07 11	36.224
2013 06 07 12	36.224
2013 06 07 13	36.224
2013 06 07 14	36.224
2013 06 07 15	36.224
2013 06 07 16	36.224
2013 06 07 17	36.224
2013 06 07 18	36.224
2013 06 07 19	36.224
2013 06 07 20	36.224
2013 06 07 21	36.224
2013 06 07 22	36.224
2013 06 07 23	36.224
2013 06 08 00	36.202
2013 06 08 01	36.202
2013 06 08 02	36.202
2013 06 08 03	36.202
2013 06 08 04	36.202
2013 06 08 05	36.202
2013 06 08 06	36.202
2013 06 08 07	36.202
2013 06 08 08	36.202
2013 06 08 09	36.202
2013 06 08 10	36.202
2013 06 08 11	36.202
2013 06 08 12	36.202
2013 06 08 13	36.202
2013 06 08 14	36.202
2013 06 08 15	36.202
2013 06 08 16	36.202
2013 06 08 17	36.202
2013 06 08 18	36.202
2013 06 08 19	36.202
2013 06 08 20	36.202
2013 06 08 21	36.202
2013 06 08 22	36.202
2013 06 08 23	36.202
2013 06 09 00	36.174
2013 06 09 01	36.174
2013 06 09 02	36.174
2013 06 09 03	36.174
2013 06 09 04	36.174
2013 06 09 05	36.174
2013 06 09 06	36.174
2013 06 09 07	36.174
2013 06 09 08	36.174
2013 06 09 09	36.174
2013 06 09 10	36.174
2013 06 09 11	36.174
2013 06 09 12	36.174
2013 06 09 13	36.174
2013 06 09 14	36.174
2013 06 09 15	36.174
2013 06 09 16	36.174
2013 06 09 17	36.174
2013 06 09 18	36.174
2013 06 09 19	36.174
2013 06 09 20	36.174
2013 06 09 21	36.174
2013 06 09 22	36.174
2013 06 09 23	36.174
2013 06 10 00	36.184
2013 06 10 01	36.184
2013 06 10 02	36.184
2013 06 10 03	36.184
2013 06 10 04	36.184
2013 06 10 05	36.184
2013 06 10 06	36.184
2013 06 10 07	36.184
2013 06 10 08	36.184
2013 06 10 09	36.184
2013 06 10 10	36.184
2013 06 10 11	36.184
2013 06 10 12	36.184
2013 06 10 13	36.184
2013 06 10 14	36.184
2013 06 10 15	36.184
2013 06 10 16	36.184
2013 06 10 17	36.184
2013 06 10 18	36.184
2013 06 10 19	36.184
2013 06 10 20	36.184
2013 06 10 21	36.184
2013 06 10 22	36.184
2013 06 10 23	36.184
2013 06 11 00	36.213
2013 06 11 01	36.213
2013 06 11 02	36.213
2013 06 11 03	36.213
2013 06 11 04	36.213
2013 06 11 05	36.213
2013 06 11 06	36.213
2013 06 11 07	36.213
2013 06 11 08	36.213
2013 06 11 09	36.213
2013 06 11 10	36.213
2013 06 11 11	36.213
2013 06 11 12	36.213
2013 06 11 13	36.213
2013 06 11 14	36.213
2013 06 11 15	36.213
2013 06 11 16	36.213
2013 06 11 17	36.213
2013 06 11 18	36.213
2013 06 11 19	36.213
2013 06 11 20	36.213
2013 06 11 21	36.213
2013 06 11 22	36.213
2013 06 11 23	36.213
2013 06 12 00	36.308
2013 06 12 01	36.308
2013 06 12 02	36.308
2013 06 12 03	36.308
2013 06 12 04	36.308
2013 06 12 05	36.308
2013 06 12 06	36.308
2013 06 12 07	36.308
2013 06 12 08	36.308
2013 06 12 09	36.308
2013 06 12 10	36.308
2013 06 12 11	36.308
2013 06 12 12	36.308
2013 06 12 13	36.308
2013 06 12 14	36.308
2013 06 12 15	36.308
2013 06 12 16	36.308
2013 06 12 17	36.308
2013 06 12 18	36.308
2013 06 12 19	36.308
2013 06 12 20	36.308
2013 06 12 21	36.308
2013 06 12 22	36.308
2013 06 12 23	36.308
2013 06 13 00	36.324
2013 06 13 01	36.324
2013 06 13 02	36.324
2013 06 13 03	36.324
2013 06 13 04	36.324
2013 06 13 05	36.324
2013 06 13 06	36.324
2013 06 13 07	36.324
2013 06 13 08	36.324
2013 06 13 09	36.324
2013 06 13 10	36.324
2013 06 13 11	36.324
2013 06 13 12	36.324
2013 06 13 13	36.324
2013 06 13 14	36.324
2013 06 13 15	36.324
2013 06 13 16	36.324
2013 06 13 17	36.324
2013 06 13 18	36.324
2013 06 13 19	36.324
2013 06 13 20	36.324
2013 06 13 21	36.324
2013 06 13 22	36.324
2013 06 13 23	36.324
2013 06 14 00	36.309
2013 06 14 01	36.309
2013 06 14 02	36.309
2013 06 14 03	36.309
2013 06 14 04	36.309
2013 06 14 05	36.309
2013 06 14 06	36.309
2013 06 14 07	36.309
2013 06 14 08	36.309
2013 06 14 09	36.309
2013 06 14 10	36.309
2013 06 14 11	36.309
2013 06 14 12	36.309
2013 06 14 13	36.309
2013 06 14 14	36.309
2013 06 14 15	36.309
2013 06 14 16	36.309
2013 06 14 17	36.309
2013 06 14 18	36.309
2013 06 14 19	36.309
2013 06 14 20	36.309
2013 06 14 21	36.309
2013 06 14 22	36.309
2013 06 14 23	36.309
2013 06 15 00	36.319
2013 06 15 01	36.319
2013 06 15 02	36.319
2013 06 15 03	36.319
2013 06 15 04	36.319
2013 06 15 05	36.319
2013 06 15 06	36.319
2013 06 15 07	36.319
2013 06 15 08	36.319
2013 06 15 09	36.319
2013 06 15 10	36.319
2013 06 15 11	36.319
2013 06 15 12	36.319
2013 06 15 13	36.319
2013 06 15 14	36.319
2013 06 15 15	36.319
2013 06 15 16	36.319
2013 06 15 17	36.319
2013 06 15 18	36.319
2013 06 15 19	36.319
2013 06 15 20	36.319
2013 06 15 21	36.319
2013 06 15 22	36.319
2013 06 15 23	36.319
2013 06 16 00	36.316
2013 06 16 01	36.316
2013 06 16 02	36.316
2013 06 16 03	36.316
2013 06 16 04	36.316
2013 06 16 05	36.316
2013 06 16 06	36.316
2013 06 16 07	36.316
2013 06 16 08	36.316
2013 06 16 09	36.316
2013 06 16 10	36.316
2013 06 16 11	36.316
2013 06 16 12	36.316
2013 06 16 13	36.316
2013 06 16 14	36.316
2013 06 16 15	36.316
2013 06 16 16	36.316
2013 06 16 17	36.316
2013 06 16 18	36.316
2013 06 16 19	36.316
2013 06 16 20	36.316
2013 06 16 21	36.316
2013 06 16 22	36.316
2013 06 16 23	36.316
2013 06 17 00	36.309
2013 06 17 01	36.309
2013 06 17 02	36.309
2013 06 17 03	36.309
2013 06 17 04	36.309
2013 06 17 05	36.309
2013 06 17 06	36.309
2013 06 17 07	36.309
2013 06 17 08	36.309
2013 06 17 09	36.309
2013 06 17 10	36.309
2013 06 17 11	36.309
2013 06 17 12	36.309
2013 06 17 13	36.309
2013 06 17 14	36.309
2013 06 17 15	36.309
2013 06 17 16	36.309
2013 06 17 17	36.309
2013 06 17 18	36.309
2013 06 17 19	36.309
2013 06 17 20	36.309
2013 06 17 21	36.309
2013 06 17 22	36.309
2013 06 17 23	36.309
2013 06 18 00	36.29
2013 06 18 01	36.29
2013 06 18 02	36.29
2013 06 18 03	36.29
2013 06 18 04	36.29
2013 06 18 05	36.29
2013 06 18 06	36.29
2013 06 18 07	36.29
2013 06 18 08	36.29
2013 06 18 09	36.29
2013 06 18 10	36.29
2013 06 18 11	36.29
2013 06 18 12	36.29
2013 06 18 13	36.29
2013 06 18 14	36.29
2013 06 18 15	36.29
2013 06 18 16	36.29
2013 06 18 17	36.29
2013 06 18 18	36.29
2013 06 18 19	36.29
2013 06 18 20	36.29
2013 06 18 21	36.29
2013 06 18 22	36.29
2013 06 18 23	36.29
2013 06 19 00	36.156
2013 06 19 01	36.156
2013 06 19 02	36.156
2013 06 19 03	36.156
2013 06 19 04	36.156
2013 06 19 05	36.156
2013 06 19 06	36.156
2013 06 19 07	36.156
2013 06 19 08	36.156
2013 06 19 09	36.156
2013 06 19 10	36.156
2013 06 19 11	36.156
2013 06 19 12	36.156
2013 06 19 13	36.156
2013 06 19 14	36.156
2013 06 19 15	36.156
2013 06 19 16	36.156
2013 06 19 17	36.156
2013 06 19 18	36.156
2013 06 19 19	36.156
2013 06 19 20	36.156
2013 06 19 21	36.156
2013 06 19 22	36.156
2013 06 19 23	36.156
2013 06 20 00	36.224
2013 06 20 01	36.224
2013 06 20 02	36.224
2013 06 20 03	36.224
2013 06 20 04	36.224
2013 06 20 05	36.224
2013 06 20 06	36.224
2013 06 20 07	36.224
2013 06 20 08	36.224
2013 06 20 09	36.224
2013 06 20 10	36.224
2013 06 20 11	36.224
2013 06 20 12	36.224
2013 06 20 13	36.224
2013 06 20 14	36.224
2013 06 20 15	36.224
2013 06 20 16	36.224
2013 06 20 17	36.224
2013 06 20 18	36.224
2013 06 20 19	36.224
2013 06 20 20	36.224
2013 06 20 21	36.224
2013 06 20 22	36.224
2013 06 20 23	36.224
2013 06 21 00	36.262
2013 06 21 01	36.262
2013 06 21 02	36.262
2013 06 21 03	36.262
2013 06 21 04	36.262
2013 06 21 05	36.262
2013 06 21 06	36.262
2013 06 21 07	36.262
2013 06 21 08	36.262
2013 06 21 09	36.262
2013 06 21 10	36.262
2013 06 21 11	36.262
2013 06 21 12	36.262
2013 06 21 13	36.262
2013 06 21 14	36.262
2013 06 21 15	36.262
2013 06 21 16	36.262
2013 06 21 17	36.262
2013 06 21 18	36.262
2013 06 21 19	36.262
2013 06 21 20	36.262
2013 06 21 21	36.262
2013 06 21 22	36.262
2013 06 21 23	36.262
2013 06 22 00	36.304
2013 06 22 01	36.304
2013 06 22 02	36.304
2013 06 22 03	36.304
2013 06 22 04	36.304
2013 06 22 05	36.304
2013 06 22 06	36.304
2013 06 22 07	36.304
2013 06 22 08	36.304
2013 06 22 09	36.304
2013 06 22 10	36.304
2013 06 22 11	36.304
2013 06 22 12	36.304
2013 06 22 13	36.304
2013 06 22 14	36.304
2013 06 22 15	36.304
2013 06 22 16	36.304
2013 06 22 17	36.304
2013 06 22 18	36.304
2013 06 22 19	36.304
2013 06 22 20	36.304
2013 06 22 21	36.304
2013 06 22 22	36.304
2013 06 22 23	36.304
2013 06 23 00	36.325
2013 06 23 01	36.325
2013 06 23 02	36.325
2013 06 23 03	36.325
2013 06 23 04	36.325
2013 06 23 05	36.325
2013 06 23 06	36.325
2013 06 23 07	36.325
2013 06 23 08	36.325
2013 06 23 09	36.325
2013 06 23 10	36.325
2013 06 23 11	36.325
2013 06 23 12	36.325
2013 06 23 13	36.325
2013 06 23 14	36.325
2013 06 23 15	36.325
2013 06 23 16	36.325
2013 06 23 17	36.325
2013 06 23 18	36.325
2013 06 23 19	36.325
2013 06 23 20	36.325
2013 06 23 21	36.325
2013 06 23 22	36.325
2013 06 23 23	36.325
2013 06 24 00	36.342
2013 06 24 01	36.342
2013 06 24 02	36.342
2013 06 24 03	36.342
2013 06 24 04	36.342
2013 06 24 05	36.342
2013 06 24 06	36.342
2013 06 24 07	36.342
2013 06 24 08	36.342
2013 06 24 09	36.342
2013 06 24 10	36.342
2013 06 24 11	36.342
2013 06 24 12	36.342
2013 06 24 13	36.342
2013 06 24 14	36.342
2013 06 24 15	36.342
2013 06 24 16	36.342
2013 06 24 17	36.342
2013 06 24 18	36.342
2013 06 24 19	36.342
2013 06 24 20	36.342
2013 06 24 21	36.342
2013 06 24 22	36.342
2013 06 24 23	36.342
2013 06 25 00	36.361
2013 06 25 01	36.361
2013 06 25 02	36.361
2013 06 25 03	36.361
2013 06 25 04	36.361
2013 06 25 05	36.361
2013 06 25 06	36.361
2013 06 25 07	36.361
2013 06 25 08	36.361
2013 06 25 09	36.361
2013 06 25 10	36.361
2013 06 25 11	36.361
2013 06 25 12	36.361
2013 06 25 13	36.361
2013 06 25 14	36.361
2013 06 25 15	36.361
2013 06 25 16	36.361
2013 06 25 17	36.361
2013 06 25 18	36.361
2013 06 25 19	36.361
2013 06 25 20	36.361
2013 06 25 21	36.361
2013 06 25 22	36.361
2013 06 25 23	36.361
2013 06 26 00	36.46
2013 06 26 01	36.46
2013 06 26 02	36.46
2013 06 26 03	36.46
2013 06 26 04	36.46
2013 06 26 05	36.46
2013 06 26 06	36.46
2013 06 26 07	36.46
2013 06 26 08	36.46
2013 06 26 09	36.46
2013 06 26 10	36.46
2013 06 26 11	36.46
2013 06 26 12	36.46
2013 06 26 13	36.46
2013 06 26 14	36.46
2013 06 26 15	36.46
2013 06 26 16	36.46
2013 06 26 17	36.46
2013 06 26 18	36.46
2013 06 26 19	36.46
2013 06 26 20	36.46
2013 06 26 21	36.46
2013 06 26 22	36.46
2013 06 26 23	36.46
2013 06 27 00	36.448
2013 06 27 01	36.448
2013 06 27 02	36.448
2013 06 27 03	36.448
2013 06 27 04	36.448
2013 06 27 05	36.448
2013 06 27 06	36.448
2013 06 27 07	36.448
2013 06 27 08	36.448
2013 06 27 09	36.448
2013 06 27 10	36.448
2013 06 27 11	36.448
2013 06 27 12	36.448
2013 06 27 13	36.448
2013 06 27 14	36.448
2013 06 27 15	36.448
2013 06 27 16	36.448
2013 06 27 17	36.448
2013 06 27 18	36.448
2013 06 27 19	36.448
2013 06 27 20	36.448
2013 06 27 21	36.448
2013 06 27 22	36.448
2013 06 27 23	36.448
2013 06 28 00	36.472
2013 06 28 01	36.472
2013 06 28 02	36.472
2013 06 28 03	36.472
2013 06 28 04	36.472
2013 06 28 05	36.472
2013 06 28 06	36.472
2013 06 28 07	36.472
2013 06 28 08	36.472
2013 06 28 09	36.472
2013 06 28 10	36.472
2013 06 28 11	36.472
2013 06 28 12	36.472
2013 06 28 13	36.472
2013 06 28 14	36.472
2013 06 28 15	36.472
2013 06 28 16	36.472
2013 06 28 17	36.472
2013 06 28 18	36.472
2013 06 28 19	36.472
2013 06 28 20	36.472
2013 06 28 21	36.472
2013 06 28 22	36.472
2013 06 28 23	36.472
2013 06 29 00	36.49
2013 06 29 01	36.49
2013 06 29 02	36.49
2013 06 29 03	36.49
2013 06 29 04	36.49
2013 06 29 05	36.49
2013 06 29 06	36.49
2013 06 29 07	36.49
2013 06 29 08	36.49
2013 06 29 09	36.49
2013 06 29 10	36.49
2013 06 29 11	36.49
2013 06 29 12	36.49
2013 06 29 13	36.49
2013 06 29 14	36.49
2013 06 29 15	36.49
2013 06 29 16	36.49
2013 06 29 17	36.49
2013 06 29 18	36.49
2013 06 29 19	36.49
2013 06 29 20	36.49
2013 06 29 21	36.49
2013 06 29 22	36.49
2013 06 29 23	36.49
2013 06 30 00	36.522
2013 06 30 01	36.522
2013 06 30 02	36.522
2013 06 30 03	36.522
2013 06 30 04	36.522
2013 06 30 05	36.522
2013 06 30 06	36.522
2013 06 30 07	36.522
2013 06 30 08	36.522
2013 06 30 09	36.522
