Null value: -9999.9	
Date (GMT)	Salinity(psu)
2017 06 04 04	36.076
2017 06 04 05	36.076
2017 06 04 06	36.076
2017 06 04 07	36.076
2017 06 04 08	36.076
2017 06 04 09	36.076
2017 06 04 10	36.076
2017 06 04 11	36.076
2017 06 04 12	36.076
2017 06 04 13	36.076
2017 06 04 14	36.076
2017 06 04 15	36.076
2017 06 04 16	36.076
2017 06 04 17	36.076
2017 06 04 18	36.076
2017 06 04 19	36.076
2017 06 04 20	36.076
2017 06 04 21	36.076
2017 06 04 22	36.076
2017 06 04 23	36.076
2017 06 05 00	36.05
2017 06 05 01	36.05
2017 06 05 02	36.05
2017 06 05 03	36.05
2017 06 05 04	36.05
2017 06 05 05	36.05
2017 06 05 06	36.05
2017 06 05 07	36.05
2017 06 05 08	36.05
2017 06 05 09	36.05
2017 06 05 10	36.05
2017 06 05 11	36.05
2017 06 05 12	36.05
2017 06 05 13	36.05
2017 06 05 14	36.05
2017 06 05 15	36.05
2017 06 05 16	36.05
2017 06 05 17	36.05
2017 06 05 18	36.05
2017 06 05 19	36.05
2017 06 05 20	36.05
2017 06 05 21	36.05
2017 06 05 22	36.05
2017 06 05 23	36.05
2017 06 06 00	35.99
2017 06 06 01	35.99
2017 06 06 02	35.99
2017 06 06 03	35.99
2017 06 06 04	35.99
2017 06 06 05	35.99
2017 06 06 06	35.99
2017 06 06 07	35.99
2017 06 06 08	35.99
2017 06 06 09	35.99
2017 06 06 10	35.99
2017 06 06 11	35.99
2017 06 06 12	35.99
2017 06 06 13	35.99
2017 06 06 14	35.99
2017 06 06 15	35.99
2017 06 06 16	35.99
2017 06 06 17	35.99
2017 06 06 18	35.99
2017 06 06 19	35.99
2017 06 06 20	35.99
2017 06 06 21	35.99
2017 06 06 22	35.99
2017 06 06 23	35.99
2017 06 07 00	36.023
2017 06 07 01	36.023
2017 06 07 02	36.023
2017 06 07 03	36.023
2017 06 07 04	36.023
2017 06 07 05	36.023
2017 06 07 06	36.023
2017 06 07 07	36.023
2017 06 07 08	36.023
2017 06 07 09	36.023
2017 06 07 10	36.023
2017 06 07 11	36.023
2017 06 07 12	36.023
2017 06 07 13	36.023
2017 06 07 14	36.023
2017 06 07 15	36.023
2017 06 07 16	36.023
2017 06 07 17	36.023
2017 06 07 18	36.023
2017 06 07 19	36.023
2017 06 07 20	36.023
2017 06 07 21	36.023
2017 06 07 22	36.023
2017 06 07 23	36.023
2017 06 08 00	35.973
2017 06 08 01	35.973
2017 06 08 02	35.973
2017 06 08 03	35.973
2017 06 08 04	35.973
2017 06 08 05	35.973
2017 06 08 06	35.973
2017 06 08 07	35.973
2017 06 08 08	35.973
2017 06 08 09	35.973
2017 06 08 10	35.973
2017 06 08 11	35.973
2017 06 08 12	35.973
2017 06 08 13	35.973
2017 06 08 14	35.973
2017 06 08 15	35.973
2017 06 08 16	35.973
2017 06 08 17	35.973
2017 06 08 18	35.973
2017 06 08 19	35.973
2017 06 08 20	35.973
2017 06 08 21	35.973
2017 06 08 22	35.973
2017 06 08 23	35.973
2017 06 09 00	35.973
2017 06 09 01	35.973
2017 06 09 02	35.973
2017 06 09 03	35.973
2017 06 09 04	35.973
2017 06 09 05	35.973
2017 06 09 06	35.973
2017 06 09 07	35.973
2017 06 09 08	35.973
2017 06 09 09	35.973
2017 06 09 10	35.973
2017 06 09 11	35.973
2017 06 09 12	35.973
2017 06 09 13	35.973
2017 06 09 14	35.973
2017 06 09 15	35.973
2017 06 09 16	35.973
2017 06 09 17	35.973
2017 06 09 18	35.973
2017 06 09 19	35.973
2017 06 09 20	35.973
2017 06 09 21	35.973
2017 06 09 22	35.973
2017 06 09 23	35.973
2017 06 10 00	35.953
2017 06 10 01	35.953
2017 06 10 02	35.953
2017 06 10 03	35.953
2017 06 10 04	35.953
2017 06 10 05	35.953
2017 06 10 06	35.953
2017 06 10 07	35.953
2017 06 10 08	35.953
2017 06 10 09	35.953
2017 06 10 10	35.953
2017 06 10 11	35.953
2017 06 10 12	35.953
2017 06 10 13	35.953
2017 06 10 14	35.953
2017 06 10 15	35.953
2017 06 10 16	35.953
2017 06 10 17	35.953
2017 06 10 18	35.953
2017 06 10 19	35.953
2017 06 10 20	35.953
2017 06 10 21	35.953
2017 06 10 22	35.953
2017 06 10 23	35.953
2017 06 11 00	35.969
2017 06 11 01	35.969
2017 06 11 02	35.969
2017 06 11 03	35.969
2017 06 11 04	35.969
2017 06 11 05	35.969
2017 06 11 06	35.969
2017 06 11 07	35.969
2017 06 11 08	35.969
2017 06 11 09	35.969
2017 06 11 10	35.969
2017 06 11 11	35.969
2017 06 11 12	35.969
2017 06 11 13	35.969
2017 06 11 14	35.969
2017 06 11 15	35.969
2017 06 11 16	35.969
2017 06 11 17	35.969
2017 06 11 18	35.969
2017 06 11 19	35.969
2017 06 11 20	35.969
2017 06 11 21	35.969
2017 06 11 22	35.969
2017 06 11 23	35.969
2017 06 12 00	35.995
2017 06 12 01	35.995
2017 06 12 02	35.995
2017 06 12 03	35.995
2017 06 12 04	35.995
2017 06 12 05	35.995
2017 06 12 06	35.995
2017 06 12 07	35.995
2017 06 12 08	35.995
2017 06 12 09	35.995
2017 06 12 10	35.995
2017 06 12 11	35.995
2017 06 12 12	35.995
2017 06 12 13	35.995
2017 06 12 14	35.995
2017 06 12 15	35.995
2017 06 12 16	35.995
2017 06 12 17	35.995
2017 06 12 18	35.995
2017 06 12 19	35.995
2017 06 12 20	35.995
2017 06 12 21	35.995
2017 06 12 22	35.995
2017 06 12 23	35.995
2017 06 13 00	35.982
2017 06 13 01	35.982
2017 06 13 02	35.982
2017 06 13 03	35.982
2017 06 13 04	35.982
2017 06 13 05	35.982
2017 06 13 06	35.982
2017 06 13 07	35.982
2017 06 13 08	35.982
2017 06 13 09	35.982
2017 06 13 10	35.982
2017 06 13 11	35.982
2017 06 13 12	35.982
2017 06 13 13	35.982
2017 06 13 14	35.982
2017 06 13 15	35.982
2017 06 13 16	35.982
2017 06 13 17	35.982
2017 06 13 18	35.982
2017 06 13 19	35.982
2017 06 13 20	35.982
2017 06 13 21	35.982
2017 06 13 22	35.982
2017 06 13 23	35.982
2017 06 14 00	35.957
2017 06 14 01	35.957
2017 06 14 02	35.957
2017 06 14 03	35.957
2017 06 14 04	35.957
2017 06 14 05	35.957
2017 06 14 06	35.957
2017 06 14 07	35.957
2017 06 14 08	35.957
2017 06 14 09	35.957
2017 06 14 10	35.957
2017 06 14 11	35.957
2017 06 14 12	35.957
2017 06 14 13	35.957
2017 06 14 14	35.957
2017 06 14 15	35.957
2017 06 14 16	35.957
2017 06 14 17	35.957
2017 06 14 18	35.957
2017 06 14 19	35.957
2017 06 14 20	35.957
2017 06 14 21	35.957
2017 06 14 22	35.957
2017 06 14 23	35.957
2017 06 15 00	35.93
2017 06 15 01	35.93
2017 06 15 02	35.93
2017 06 15 03	35.93
2017 06 15 04	35.93
2017 06 15 05	35.93
2017 06 15 06	35.93
2017 06 15 07	35.93
2017 06 15 08	35.93
2017 06 15 09	35.93
2017 06 15 10	35.93
2017 06 15 11	35.93
2017 06 15 12	35.93
2017 06 15 13	35.93
2017 06 15 14	35.93
2017 06 15 15	35.93
2017 06 15 16	35.93
2017 06 15 17	35.93
2017 06 15 18	35.93
2017 06 15 19	35.93
2017 06 15 20	35.93
2017 06 15 21	35.93
2017 06 15 22	35.93
2017 06 15 23	35.93
2017 06 16 00	35.846
2017 06 16 01	35.846
2017 06 16 02	35.846
2017 06 16 03	35.846
2017 06 16 04	35.846
2017 06 16 05	35.846
2017 06 16 06	35.846
2017 06 16 07	35.846
2017 06 16 08	35.846
2017 06 16 09	35.846
2017 06 16 10	35.846
2017 06 16 11	35.846
2017 06 16 12	35.846
2017 06 16 13	35.846
2017 06 16 14	35.846
2017 06 16 15	35.846
2017 06 16 16	35.846
2017 06 16 17	35.846
2017 06 16 18	35.846
2017 06 16 19	35.846
2017 06 16 20	35.846
2017 06 16 21	35.846
2017 06 16 22	35.846
2017 06 16 23	35.846
2017 06 17 00	36.048
2017 06 17 01	36.048
2017 06 17 02	36.048
2017 06 17 03	36.048
2017 06 17 04	36.048
2017 06 17 05	36.048
2017 06 17 06	36.048
2017 06 17 07	36.048
2017 06 17 08	36.048
2017 06 17 09	36.048
2017 06 17 10	36.048
2017 06 17 11	36.048
2017 06 17 12	36.048
2017 06 17 13	36.048
2017 06 17 14	36.048
2017 06 17 15	36.048
2017 06 17 16	36.048
2017 06 17 17	36.048
2017 06 17 18	36.048
2017 06 17 19	36.048
2017 06 17 20	36.048
2017 06 17 21	36.048
2017 06 17 22	36.048
2017 06 17 23	36.048
2017 06 18 00	36.159
2017 06 18 01	36.159
2017 06 18 02	36.159
2017 06 18 03	36.159
2017 06 18 04	36.159
2017 06 18 05	36.159
2017 06 18 06	36.159
2017 06 18 07	36.159
2017 06 18 08	36.159
2017 06 18 09	36.159
2017 06 18 10	36.159
2017 06 18 11	36.159
2017 06 18 12	36.159
2017 06 18 13	36.159
2017 06 18 14	36.159
2017 06 18 15	36.159
2017 06 18 16	36.159
2017 06 18 17	36.159
2017 06 18 18	36.159
2017 06 18 19	36.159
2017 06 18 20	36.159
2017 06 18 21	36.159
2017 06 18 22	36.159
2017 06 18 23	36.159
2017 06 19 00	36.253
2017 06 19 01	36.253
2017 06 19 02	36.253
2017 06 19 03	36.253
2017 06 19 04	36.253
2017 06 19 05	36.253
2017 06 19 06	36.253
2017 06 19 07	36.253
2017 06 19 08	36.253
2017 06 19 09	36.253
2017 06 19 10	36.253
2017 06 19 11	36.253
2017 06 19 12	36.253
2017 06 19 13	36.253
2017 06 19 14	36.253
2017 06 19 15	36.253
2017 06 19 16	36.253
2017 06 19 17	36.253
2017 06 19 18	36.253
2017 06 19 19	36.253
2017 06 19 20	36.253
2017 06 19 21	36.253
2017 06 19 22	36.253
2017 06 19 23	36.253
2017 06 20 00	36.367
2017 06 20 01	36.367
2017 06 20 02	36.367
2017 06 20 03	36.367
2017 06 20 04	36.367
2017 06 20 05	36.367
2017 06 20 06	36.367
2017 06 20 07	36.367
2017 06 20 08	36.367
2017 06 20 09	36.367
2017 06 20 10	36.367
2017 06 20 11	36.367
2017 06 20 12	36.367
2017 06 20 13	36.367
2017 06 20 14	36.367
2017 06 20 15	36.367
2017 06 20 16	36.367
2017 06 20 17	36.367
2017 06 20 18	36.367
2017 06 20 19	36.367
2017 06 20 20	36.367
2017 06 20 21	36.367
2017 06 20 22	36.367
2017 06 20 23	36.367
2017 06 21 00	36.179
2017 06 21 01	36.179
2017 06 21 02	36.179
2017 06 21 03	36.179
2017 06 21 04	36.179
2017 06 21 05	36.179
2017 06 21 06	36.179
2017 06 21 07	36.179
2017 06 21 08	36.179
2017 06 21 09	36.179
2017 06 21 10	36.179
2017 06 21 11	36.179
2017 06 21 12	36.179
2017 06 21 13	36.179
2017 06 21 14	36.179
2017 06 21 15	36.179
2017 06 21 16	36.179
2017 06 21 17	36.179
2017 06 21 18	36.179
2017 06 21 19	36.179
2017 06 21 20	36.179
2017 06 21 21	36.179
2017 06 21 22	36.179
2017 06 21 23	36.179
2017 06 22 00	36.046
2017 06 22 01	36.046
2017 06 22 02	36.046
2017 06 22 03	36.046
2017 06 22 04	36.046
2017 06 22 05	36.046
2017 06 22 06	36.046
2017 06 22 07	36.046
2017 06 22 08	36.046
2017 06 22 09	36.046
2017 06 22 10	36.046
2017 06 22 11	36.046
2017 06 22 12	36.046
2017 06 22 13	36.046
2017 06 22 14	36.046
2017 06 22 15	36.046
2017 06 22 16	36.046
2017 06 22 17	36.046
2017 06 22 18	36.046
2017 06 22 19	36.046
2017 06 22 20	36.046
2017 06 22 21	36.046
2017 06 22 22	36.046
2017 06 22 23	36.046
2017 06 23 00	36.027
2017 06 23 01	36.027
2017 06 23 02	36.027
2017 06 23 03	36.027
2017 06 23 04	36.027
2017 06 23 05	36.027
2017 06 23 06	36.027
2017 06 23 07	36.027
2017 06 23 08	36.027
2017 06 23 09	36.027
2017 06 23 10	36.027
2017 06 23 11	36.027
2017 06 23 12	36.027
2017 06 23 13	36.027
2017 06 23 14	36.027
2017 06 23 15	36.027
2017 06 23 16	36.027
2017 06 23 17	36.027
2017 06 23 18	36.027
2017 06 23 19	36.027
2017 06 23 20	36.027
2017 06 23 21	36.027
2017 06 23 22	36.027
2017 06 23 23	36.027
2017 06 24 00	36.027
2017 06 24 01	36.027
2017 06 24 02	36.027
2017 06 24 03	36.027
2017 06 24 04	36.027
2017 06 24 05	36.027
2017 06 24 06	36.027
2017 06 24 07	36.027
2017 06 24 08	36.027
2017 06 24 09	36.027
2017 06 24 10	36.027
2017 06 24 11	36.027
2017 06 24 12	36.027
2017 06 24 13	36.027
2017 06 24 14	36.027
2017 06 24 15	36.027
2017 06 24 16	36.027
2017 06 24 17	36.027
2017 06 24 18	36.027
2017 06 24 19	36.027
2017 06 24 20	36.027
2017 06 24 21	36.027
2017 06 24 22	36.027
2017 06 24 23	36.027
2017 06 25 00	36.08
2017 06 25 01	36.08
2017 06 25 02	36.08
2017 06 25 03	36.08
2017 06 25 04	36.08
2017 06 25 05	36.08
2017 06 25 06	36.08
2017 06 25 07	36.08
2017 06 25 08	36.08
2017 06 25 09	36.08
2017 06 25 10	36.08
2017 06 25 11	36.08
2017 06 25 12	36.08
2017 06 25 13	36.08
2017 06 25 14	36.08
2017 06 25 15	36.08
2017 06 25 16	36.08
2017 06 25 17	36.08
2017 06 25 18	36.08
2017 06 25 19	36.08
2017 06 25 20	36.08
2017 06 25 21	36.08
2017 06 25 22	36.08
2017 06 25 23	36.08
2017 06 26 00	36.228
2017 06 26 01	36.228
2017 06 26 02	36.228
2017 06 26 03	36.228
2017 06 26 04	36.228
2017 06 26 05	36.228
2017 06 26 06	36.228
2017 06 26 07	36.228
2017 06 26 08	36.228
2017 06 26 09	36.228
2017 06 26 10	36.228
2017 06 26 11	36.228
2017 06 26 12	36.228
2017 06 26 13	36.228
2017 06 26 14	36.228
2017 06 26 15	36.228
2017 06 26 16	36.228
2017 06 26 17	36.228
2017 06 26 18	36.228
2017 06 26 19	36.228
2017 06 26 20	36.228
2017 06 26 21	36.228
2017 06 26 22	36.228
2017 06 26 23	36.228
2017 06 27 00	36.397
2017 06 27 01	36.397
2017 06 27 02	36.397
2017 06 27 03	36.397
2017 06 27 04	36.397
2017 06 27 05	36.397
2017 06 27 06	36.397
2017 06 27 07	36.397
2017 06 27 08	36.397
2017 06 27 09	36.397
2017 06 27 10	36.397
2017 06 27 11	36.397
2017 06 27 12	36.397
2017 06 27 13	36.397
2017 06 27 14	36.397
2017 06 27 15	36.397
2017 06 27 16	36.397
2017 06 27 17	36.397
2017 06 27 18	36.397
2017 06 27 19	36.397
2017 06 27 20	36.397
2017 06 27 21	36.397
2017 06 27 22	36.397
2017 06 27 23	36.397
2017 06 28 00	36.371
2017 06 28 01	36.371
2017 06 28 02	36.371
2017 06 28 03	36.371
2017 06 28 04	36.371
2017 06 28 05	36.371
2017 06 28 06	36.371
2017 06 28 07	36.371
2017 06 28 08	36.371
2017 06 28 09	36.371
2017 06 28 10	36.371
2017 06 28 11	36.371
2017 06 28 12	36.371
2017 06 28 13	36.371
2017 06 28 14	36.371
2017 06 28 15	36.371
2017 06 28 16	36.371
2017 06 28 17	36.371
2017 06 28 18	36.371
2017 06 28 19	36.371
2017 06 28 20	36.371
2017 06 28 21	36.371
2017 06 28 22	36.371
2017 06 28 23	36.371
2017 06 29 00	36.278
2017 06 29 01	36.278
2017 06 29 02	36.278
2017 06 29 03	36.278
2017 06 29 04	36.278
2017 06 29 05	36.278
2017 06 29 06	36.278
2017 06 29 07	36.278
2017 06 29 08	36.278
2017 06 29 09	36.278
2017 06 29 10	36.278
2017 06 29 11	36.278
2017 06 29 12	36.278
2017 06 29 13	36.278
2017 06 29 14	36.278
2017 06 29 15	36.278
2017 06 29 16	36.278
2017 06 29 17	36.278
2017 06 29 18	36.278
2017 06 29 19	36.278
2017 06 29 20	36.278
2017 06 29 21	36.278
2017 06 29 22	36.278
2017 06 29 23	36.278
2017 06 30 00	36.256
2017 06 30 01	36.256
2017 06 30 02	36.256
2017 06 30 03	36.256
2017 06 30 04	36.256
2017 06 30 05	36.256
2017 06 30 06	36.256
2017 06 30 07	36.256
2017 06 30 08	36.256
2017 06 30 09	36.256
2017 06 30 10	36.256
2017 06 30 11	36.256
2017 06 30 12	36.256
2017 06 30 13	36.256
2017 06 30 14	36.256
2017 06 30 15	36.256
2017 06 30 16	36.256
2017 06 30 17	36.256
2017 06 30 18	36.256
2017 06 30 19	36.256
2017 06 30 20	36.256
2017 06 30 21	36.256
2017 06 30 22	36.256
2017 06 30 23	36.256
2017 07 01 00	36.217
2017 07 01 01	36.217
2017 07 01 02	36.217
2017 07 01 03	36.217
2017 07 01 04	36.217
2017 07 01 05	36.217
2017 07 01 06	36.217
2017 07 01 07	36.217
2017 07 01 08	36.217
2017 07 01 09	36.217
2017 07 01 10	36.217
2017 07 01 11	36.217
2017 07 01 12	36.217
2017 07 01 13	36.217
2017 07 01 14	36.217
2017 07 01 15	36.217
2017 07 01 16	36.217
2017 07 01 17	36.217
2017 07 01 18	36.217
2017 07 01 19	36.217
2017 07 01 20	36.217
2017 07 01 21	36.217
2017 07 01 22	36.217
2017 07 01 23	36.217
2017 07 02 00	36.218
2017 07 02 01	36.218
2017 07 02 02	36.218
2017 07 02 03	36.218
2017 07 02 04	36.218
2017 07 02 05	36.218
2017 07 02 06	36.218
2017 07 02 07	36.218
2017 07 02 08	36.218
2017 07 02 09	36.218
2017 07 02 10	36.218
2017 07 02 11	36.218
2017 07 02 12	36.218
2017 07 02 13	36.218
2017 07 02 14	36.218
2017 07 02 15	36.218
2017 07 02 16	36.218
2017 07 02 17	36.218
2017 07 02 18	36.218
2017 07 02 19	36.218
2017 07 02 20	36.218
2017 07 02 21	36.218
2017 07 02 22	36.218
2017 07 02 23	36.218
2017 07 03 00	36.262
2017 07 03 01	36.262
2017 07 03 02	36.262
2017 07 03 03	36.262
2017 07 03 04	36.262
2017 07 03 05	36.262
2017 07 03 06	36.262
2017 07 03 07	36.262
2017 07 03 08	36.262
2017 07 03 09	36.262
2017 07 03 10	36.262
2017 07 03 11	36.262
2017 07 03 12	36.262
2017 07 03 13	36.262
2017 07 03 14	36.262
2017 07 03 15	36.262
2017 07 03 16	36.262
2017 07 03 17	36.262
2017 07 03 18	36.262
2017 07 03 19	36.262
2017 07 03 20	36.262
2017 07 03 21	36.262
2017 07 03 22	36.262
2017 07 03 23	36.262
2017 07 04 00	36.308
2017 07 04 01	36.308
2017 07 04 02	36.308
2017 07 04 03	36.308
2017 07 04 04	36.308
2017 07 04 05	36.308
2017 07 04 06	36.308
2017 07 04 07	36.308
2017 07 04 08	36.308
2017 07 04 09	36.308
2017 07 04 10	36.308
2017 07 04 11	36.308
2017 07 04 12	36.308
2017 07 04 13	36.308
2017 07 04 14	36.308
2017 07 04 15	36.308
2017 07 04 16	36.308
2017 07 04 17	36.308
2017 07 04 18	36.308
2017 07 04 19	36.308
2017 07 04 20	36.308
2017 07 04 21	36.308
2017 07 04 22	36.308
2017 07 04 23	36.308
2017 07 05 00	36.307
2017 07 05 01	36.307
2017 07 05 02	36.307
2017 07 05 03	36.307
2017 07 05 04	36.307
2017 07 05 05	36.307
2017 07 05 06	36.307
2017 07 05 07	36.307
2017 07 05 08	36.307
2017 07 05 09	36.307
2017 07 05 10	36.307
2017 07 05 11	36.307
2017 07 05 12	36.307
2017 07 05 13	36.307
2017 07 05 14	36.307
2017 07 05 15	36.307
2017 07 05 16	36.307
2017 07 05 17	36.307
2017 07 05 18	36.307
2017 07 05 19	36.307
2017 07 05 20	36.307
2017 07 05 21	36.307
2017 07 05 22	36.307
2017 07 05 23	36.307
2017 07 06 00	36.314
2017 07 06 01	36.314
2017 07 06 02	36.314
2017 07 06 03	36.314
2017 07 06 04	36.314
2017 07 06 05	36.314
2017 07 06 06	36.314
2017 07 06 07	36.314
2017 07 06 08	36.314
2017 07 06 09	36.314
2017 07 06 10	36.314
2017 07 06 11	36.314
2017 07 06 12	36.314
2017 07 06 13	36.314
2017 07 06 14	36.314
2017 07 06 15	36.314
2017 07 06 16	36.314
2017 07 06 17	36.314
2017 07 06 18	36.314
2017 07 06 19	36.314
2017 07 06 20	36.314
2017 07 06 21	36.314
2017 07 06 22	36.314
2017 07 06 23	36.314
2017 07 07 00	36.368
2017 07 07 01	36.368
2017 07 07 02	36.368
2017 07 07 03	36.368
2017 07 07 04	36.368
2017 07 07 05	36.368
2017 07 07 06	36.368
2017 07 07 07	36.368
2017 07 07 08	36.368
2017 07 07 09	36.368
2017 07 07 10	36.368
2017 07 07 11	36.368
2017 07 07 12	36.368
2017 07 07 13	36.368
2017 07 07 14	36.368
2017 07 07 15	36.368
2017 07 07 16	36.368
2017 07 07 17	36.368
2017 07 07 18	36.368
2017 07 07 19	36.368
2017 07 07 20	36.368
2017 07 07 21	36.368
2017 07 07 22	36.368
2017 07 07 23	36.368
2017 07 08 00	36.434
2017 07 08 01	36.434
2017 07 08 02	36.434
2017 07 08 03	36.434
2017 07 08 04	36.434
2017 07 08 05	36.434
2017 07 08 06	36.434
2017 07 08 07	36.434
2017 07 08 08	36.434
2017 07 08 09	36.434
2017 07 08 10	36.434
2017 07 08 11	36.434
2017 07 08 12	36.434
2017 07 08 13	36.434
2017 07 08 14	36.434
2017 07 08 15	36.434
2017 07 08 16	36.434
2017 07 08 17	36.434
2017 07 08 18	36.434
2017 07 08 19	36.434
2017 07 08 20	36.434
2017 07 08 21	36.434
2017 07 08 22	36.434
2017 07 08 23	36.434
2017 07 09 00	36.484
2017 07 09 01	36.484
2017 07 09 02	36.484
2017 07 09 03	36.484
2017 07 09 04	36.484
2017 07 09 05	36.484
2017 07 09 06	36.484
2017 07 09 07	36.484
2017 07 09 08	36.484
2017 07 09 09	36.484
2017 07 09 10	36.484
2017 07 09 11	36.484
2017 07 09 12	36.484
2017 07 09 13	36.484
2017 07 09 14	36.484
2017 07 09 15	36.484
2017 07 09 16	36.484
2017 07 09 17	36.484
2017 07 09 18	36.484
2017 07 09 19	36.484
2017 07 09 20	36.484
2017 07 09 21	36.484
2017 07 09 22	36.484
2017 07 09 23	36.484
2017 07 10 00	36.558
2017 07 10 01	36.558
2017 07 10 02	36.558
2017 07 10 03	36.558
2017 07 10 04	36.558
2017 07 10 05	36.558
2017 07 10 06	36.558
2017 07 10 07	36.558
2017 07 10 08	36.558
2017 07 10 09	36.558
2017 07 10 10	36.558
2017 07 10 11	36.558
2017 07 10 12	36.558
2017 07 10 13	36.558
2017 07 10 14	36.558
2017 07 10 15	36.558
2017 07 10 16	36.558
2017 07 10 17	36.558
2017 07 10 18	36.558
2017 07 10 19	36.558
2017 07 10 20	36.558
2017 07 10 21	36.558
2017 07 10 22	36.558
2017 07 10 23	36.558
2017 07 11 00	36.566
2017 07 11 01	36.566
2017 07 11 02	36.566
2017 07 11 03	36.566
2017 07 11 04	36.566
2017 07 11 05	36.566
2017 07 11 06	36.566
2017 07 11 07	36.566
2017 07 11 08	36.566
2017 07 11 09	36.566
2017 07 11 10	36.566
2017 07 11 11	36.566
2017 07 11 12	36.566
2017 07 11 13	36.566
2017 07 11 14	36.566
2017 07 11 15	36.566
2017 07 11 16	36.566
2017 07 11 17	36.566
2017 07 11 18	36.566
2017 07 11 19	36.566
2017 07 11 20	36.566
2017 07 11 21	36.566
2017 07 11 22	36.566
2017 07 11 23	36.566
2017 07 12 00	36.548
2017 07 12 01	36.548
2017 07 12 02	36.548
2017 07 12 03	36.548
2017 07 12 04	36.548
2017 07 12 05	36.548
2017 07 12 06	36.548
2017 07 12 07	36.548
2017 07 12 08	36.548
2017 07 12 09	36.548
2017 07 12 10	36.548
2017 07 12 11	36.548
2017 07 12 12	36.548
2017 07 12 13	36.548
2017 07 12 14	36.548
2017 07 12 15	36.548
2017 07 12 16	36.548
2017 07 12 17	36.548
2017 07 12 18	36.548
2017 07 12 19	36.548
2017 07 12 20	36.548
2017 07 12 21	36.548
2017 07 12 22	36.548
2017 07 12 23	36.548
2017 07 13 00	36.521
2017 07 13 01	36.521
2017 07 13 02	36.521
2017 07 13 03	36.521
2017 07 13 04	36.521
2017 07 13 05	36.521
2017 07 13 06	36.521
2017 07 13 07	36.521
2017 07 13 08	36.521
2017 07 13 09	36.521
2017 07 13 10	36.521
2017 07 13 11	36.521
2017 07 13 12	36.521
2017 07 13 13	36.521
2017 07 13 14	36.521
2017 07 13 15	36.521
2017 07 13 16	36.521
2017 07 13 17	36.521
2017 07 13 18	36.521
2017 07 13 19	36.521
2017 07 13 20	36.521
2017 07 13 21	36.521
2017 07 13 22	36.521
2017 07 13 23	36.521
2017 07 14 00	36.526
2017 07 14 01	36.526
2017 07 14 02	36.526
2017 07 14 03	36.526
2017 07 14 04	36.526
2017 07 14 05	36.526
2017 07 14 06	36.526
2017 07 14 07	36.526
2017 07 14 08	36.526
2017 07 14 09	36.526
2017 07 14 10	36.526
2017 07 14 11	36.526
2017 07 14 12	36.526
2017 07 14 13	36.526
2017 07 14 14	36.526
2017 07 14 15	36.526
2017 07 14 16	36.526
2017 07 14 17	36.526
2017 07 14 18	36.526
2017 07 14 19	36.526
2017 07 14 20	36.526
2017 07 14 21	36.526
2017 07 14 22	36.526
2017 07 14 23	36.526
2017 07 15 00	36.554
2017 07 15 01	36.554
2017 07 15 02	36.554
2017 07 15 03	36.554
2017 07 15 04	36.554
2017 07 15 05	36.554
2017 07 15 06	36.554
2017 07 15 07	36.554
2017 07 15 08	36.554
2017 07 15 09	36.554
2017 07 15 10	36.554
2017 07 15 11	36.554
2017 07 15 12	36.554
2017 07 15 13	36.554
2017 07 15 14	36.554
2017 07 15 15	36.554
2017 07 15 16	36.554
2017 07 15 17	36.554
2017 07 15 18	36.554
2017 07 15 19	36.554
2017 07 15 20	36.554
2017 07 15 21	36.554
2017 07 15 22	36.554
2017 07 15 23	36.554
2017 07 16 00	36.413
2017 07 16 01	36.413
2017 07 16 02	36.413
2017 07 16 03	36.413
2017 07 16 04	36.413
2017 07 16 05	36.413
2017 07 16 06	36.413
2017 07 16 07	36.413
2017 07 16 08	36.413
2017 07 16 09	36.413
2017 07 16 10	36.413
2017 07 16 11	36.413
2017 07 16 12	36.413
2017 07 16 13	36.413
2017 07 16 14	36.413
2017 07 16 15	36.413
2017 07 16 16	36.413
2017 07 16 17	36.413
2017 07 16 18	36.413
2017 07 16 19	36.413
2017 07 16 20	36.413
2017 07 16 21	36.413
2017 07 16 22	36.413
2017 07 16 23	36.413
2017 07 17 00	36.45
2017 07 17 01	36.45
2017 07 17 02	36.45
2017 07 17 03	36.45
2017 07 17 04	36.45
2017 07 17 05	36.45
2017 07 17 06	36.45
2017 07 17 07	36.45
2017 07 17 08	36.45
2017 07 17 09	36.45
2017 07 17 10	36.45
2017 07 17 11	36.45
2017 07 17 12	36.45
2017 07 17 13	36.45
2017 07 17 14	36.45
2017 07 17 15	36.45
2017 07 17 16	36.45
2017 07 17 17	36.45
2017 07 17 18	36.45
2017 07 17 19	36.45
2017 07 17 20	36.45
2017 07 17 21	36.45
2017 07 17 22	36.45
2017 07 17 23	36.45
2017 07 18 00	36.489
2017 07 18 01	36.489
2017 07 18 02	36.489
2017 07 18 03	36.489
2017 07 18 04	36.489
2017 07 18 05	36.489
2017 07 18 06	36.489
2017 07 18 07	36.489
2017 07 18 08	36.489
2017 07 18 09	36.489
2017 07 18 10	36.489
2017 07 18 11	36.489
2017 07 18 12	36.489
2017 07 18 13	36.489
2017 07 18 14	36.489
2017 07 18 15	36.489
2017 07 18 16	36.489
2017 07 18 17	36.489
2017 07 18 18	36.489
2017 07 18 19	36.489
2017 07 18 20	36.489
2017 07 18 21	36.489
